date_time,is_holiday,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,weather_description,traffic_volume,last_1_hour_traffic,last_2_hour_traffic,last_3_hour_traffic,last_4_hour_traffic,last_5_hour_traffic,last_6_hour_traffic,hour,month_day,weekday,month,year
2012-10-10 15:00:00,1,77,48,3,190,2,2,281.59,0.0,0.0,90,Clouds,overcast clouds,5610,5227.0,5067.0,5030.0,4887.0,4632.0,5680.0,15,10,3,10,2012
2012-10-10 16:00:00,1,65,52,2,190,2,2,281.23,0.0,0.0,81,Clear,sky is clear,6286,5610.0,5227.0,5067.0,5030.0,4887.0,4632.0,16,10,3,10,2012
2012-10-10 18:00:00,1,108,52,2,180,8,8,282.6,0.0,0.0,81,Clear,sky is clear,4775,6286.0,5610.0,5227.0,5067.0,5030.0,4887.0,18,10,3,10,2012
2012-10-10 19:00:00,1,279,56,2,190,8,8,282.6,0.0,0.0,81,Clear,sky is clear,3340,4775.0,6286.0,5610.0,5227.0,5067.0,5030.0,19,10,3,10,2012
2012-10-10 20:00:00,1,85,52,3,170,7,7,282.6,0.0,0.0,81,Clear,sky is clear,3013,3340.0,4775.0,6286.0,5610.0,5227.0,5067.0,20,10,3,10,2012
2012-10-10 21:00:00,1,75,52,2,170,6,6,282.6,0.0,0.0,81,Clear,sky is clear,2603,3013.0,3340.0,4775.0,6286.0,5610.0,5227.0,21,10,3,10,2012
2012-10-10 22:00:00,1,42,49,3,150,9,9,282.6,0.0,0.0,81,Clear,sky is clear,1910,2603.0,3013.0,3340.0,4775.0,6286.0,5610.0,22,10,3,10,2012
2012-10-10 23:00:00,1,278,43,4,180,5,5,282.6,0.0,0.0,81,Clear,sky is clear,1037,1910.0,2603.0,3013.0,3340.0,4775.0,6286.0,23,10,3,10,2012
2012-10-11 01:00:00,1,39,43,4,180,4,4,273.9,0.0,0.0,1,Clear,sky is clear,347,1037.0,1910.0,2603.0,3013.0,3340.0,4775.0,1,11,4,10,2012
2012-10-11 03:00:00,1,35,43,5,170,4,4,274.4,0.0,0.0,75,Clouds,broken clouds,350,347.0,1037.0,1910.0,2603.0,3013.0,3340.0,3,11,4,10,2012
2012-10-11 04:00:00,1,219,43,4,180,8,8,274.05,0.0,0.0,75,Clouds,broken clouds,850,350.0,347.0,1037.0,1910.0,2603.0,3013.0,4,11,4,10,2012
2012-10-11 05:00:00,1,278,41,5,200,5,5,273.71,0.0,0.0,40,Clouds,scattered clouds,2791,850.0,350.0,347.0,1037.0,1910.0,2603.0,5,11,4,10,2012
2012-10-11 06:00:00,1,132,41,4,200,6,6,272.66,0.0,0.0,1,Clear,sky is clear,5809,2791.0,850.0,350.0,347.0,1037.0,1910.0,6,11,4,10,2012
2012-10-11 07:00:00,1,42,27,5,210,1,1,272.65,0.0,0.0,1,Clear,sky is clear,6798,5809.0,2791.0,850.0,350.0,347.0,1037.0,7,11,4,10,2012
2012-10-11 08:00:00,1,152,31,4,260,8,8,272.52,0.0,0.0,1,Clear,sky is clear,6304,6798.0,5809.0,2791.0,850.0,350.0,347.0,8,11,4,10,2012
2012-10-11 09:00:00,1,154,36,6,280,8,8,275.19,0.0,0.0,20,Clouds,few clouds,5291,6304.0,6798.0,5809.0,2791.0,850.0,350.0,9,11,4,10,2012
2012-10-11 10:00:00,1,271,44,6,280,9,9,275.34,0.0,0.0,1,Clear,sky is clear,4638,5291.0,6304.0,6798.0,5809.0,2791.0,850.0,10,11,4,10,2012
2012-10-11 14:00:00,1,14,47,7,300,8,8,284.1,0.0,0.0,50,Clear,sky is clear,5557,4638.0,5291.0,6304.0,6798.0,5809.0,2791.0,14,11,4,10,2012
2012-10-11 15:00:00,1,170,54,7,300,1,1,284.1,0.0,0.0,50,Clear,sky is clear,5818,5557.0,4638.0,5291.0,6304.0,6798.0,5809.0,15,11,4,10,2012
2012-10-11 16:00:00,1,153,53,2,290,2,2,283.78,0.0,0.0,75,Clouds,broken clouds,6272,5818.0,5557.0,4638.0,5291.0,6304.0,6798.0,16,11,4,10,2012
2012-10-11 17:00:00,1,161,57,1,230,9,9,283.52,0.0,0.0,75,Clouds,broken clouds,5944,6272.0,5818.0,5557.0,4638.0,5291.0,6304.0,17,11,4,10,2012
2012-10-11 18:00:00,1,14,57,2,220,3,3,283.32,0.0,0.0,90,Clouds,overcast clouds,4949,5944.0,6272.0,5818.0,5557.0,4638.0,5291.0,18,11,4,10,2012
2012-10-11 19:00:00,1,204,61,1,220,7,7,282.06,0.0,0.0,90,Clouds,overcast clouds,3511,4949.0,5944.0,6272.0,5818.0,5557.0,4638.0,19,11,4,10,2012
2012-10-11 20:00:00,1,134,61,3,220,6,6,281.95,0.0,0.0,90,Clouds,overcast clouds,3039,3511.0,4949.0,5944.0,6272.0,5818.0,5557.0,20,11,4,10,2012
2012-10-11 21:00:00,1,85,63,2,253,5,5,281.81,0.0,0.0,90,Clouds,overcast clouds,2679,3039.0,3511.0,4949.0,5944.0,6272.0,5818.0,21,11,4,10,2012
2012-10-11 22:00:00,1,178,65,1,286,3,3,282.16,0.0,0.0,90,Clouds,overcast clouds,2094,2679.0,3039.0,3511.0,4949.0,5944.0,6272.0,22,11,4,10,2012
2012-10-11 23:00:00,1,226,68,0,320,4,4,282.53,0.0,0.0,90,Clouds,overcast clouds,1284,2094.0,2679.0,3039.0,3511.0,4949.0,5944.0,23,11,4,10,2012
2012-10-12 00:00:00,1,192,66,3,260,6,6,283.91,0.0,0.0,90,Clouds,overcast clouds,630,1284.0,2094.0,2679.0,3039.0,3511.0,4949.0,0,12,5,10,2012
2012-10-12 01:00:00,1,122,65,7,310,6,6,284.64,0.0,0.0,90,Clouds,overcast clouds,410,630.0,1284.0,2094.0,2679.0,3039.0,3511.0,1,12,5,10,2012
2012-10-12 02:00:00,1,285,87,4,280,3,3,284.61,0.0,0.0,90,Clouds,overcast clouds,331,410.0,630.0,1284.0,2094.0,2679.0,3039.0,2,12,5,10,2012
2012-10-12 03:00:00,1,187,75,3,217,6,6,283.18,0.0,0.0,72,Drizzle,light intensity drizzle,372,331.0,410.0,630.0,1284.0,2094.0,2679.0,3,12,5,10,2012
2012-10-12 04:00:00,1,134,75,5,260,8,8,282.26,0.0,0.0,72,Rain,light rain,739,372.0,331.0,410.0,630.0,1284.0,2094.0,4,12,5,10,2012
2012-10-12 05:00:00,1,208,57,7,270,7,7,280.77,0.0,0.0,72,Drizzle,light intensity drizzle,2561,739.0,372.0,331.0,410.0,630.0,1284.0,5,12,5,10,2012
2012-10-12 06:00:00,1,147,39,9,270,1,1,278.53,0.0,0.0,75,Clouds,broken clouds,5586,2561.0,739.0,372.0,331.0,410.0,630.0,6,12,5,10,2012
2012-10-12 07:00:00,1,227,42,6,290,1,1,277.64,0.0,0.0,75,Clouds,broken clouds,6992,5586.0,2561.0,739.0,372.0,331.0,410.0,7,12,5,10,2012
2012-10-12 08:00:00,1,177,42,6,270,8,8,277.9,0.0,0.0,90,Clouds,overcast clouds,5860,6992.0,5586.0,2561.0,739.0,372.0,331.0,8,12,5,10,2012
2012-10-12 09:00:00,1,143,49,4,313,9,9,278.18,0.0,0.0,90,Clouds,overcast clouds,5230,5860.0,6992.0,5586.0,2561.0,739.0,372.0,9,12,5,10,2012
2012-10-12 10:00:00,1,170,47,5,305,8,8,279.29,0.0,0.0,75,Clouds,broken clouds,4864,5230.0,5860.0,6992.0,5586.0,2561.0,739.0,10,12,5,10,2012
2012-10-12 11:00:00,1,281,45,7,297,4,4,280.45,0.0,0.0,75,Clouds,broken clouds,5146,4864.0,5230.0,5860.0,6992.0,5586.0,2561.0,11,12,5,10,2012
2012-10-12 12:00:00,1,289,45,7,297,4,4,280.95,0.0,0.0,40,Clouds,scattered clouds,5526,5146.0,4864.0,5230.0,5860.0,6992.0,5586.0,12,12,5,10,2012
2012-10-12 13:00:00,1,257,45,7,297,3,3,281.74,0.0,0.0,40,Clouds,scattered clouds,5383,5526.0,5146.0,4864.0,5230.0,5860.0,6992.0,13,12,5,10,2012
2012-10-12 14:00:00,1,231,45,7,297,7,7,281.84,0.0,0.0,75,Clouds,broken clouds,5758,5383.0,5526.0,5146.0,4864.0,5230.0,5860.0,14,12,5,10,2012
2012-10-12 15:00:00,1,181,45,7,297,1,1,282.45,0.0,0.0,75,Clouds,broken clouds,5889,5758.0,5383.0,5526.0,5146.0,4864.0,5230.0,15,12,5,10,2012
2012-10-12 16:00:00,1,268,45,7,297,1,1,282.2,0.0,0.0,75,Clouds,broken clouds,6057,5889.0,5758.0,5383.0,5526.0,5146.0,4864.0,16,12,5,10,2012
2012-10-12 17:00:00,1,265,57,5,288,2,2,281.54,0.0,0.0,40,Clouds,scattered clouds,6028,6057.0,5889.0,5758.0,5383.0,5526.0,5146.0,17,12,5,10,2012
2012-10-12 18:00:00,1,177,69,3,280,4,4,280.21,0.0,0.0,20,Clouds,few clouds,5257,6028.0,6057.0,5889.0,5758.0,5383.0,5526.0,18,12,5,10,2012
2012-10-12 23:00:00,1,129,66,4,285,1,1,282.2,0.0,0.0,56,Clear,sky is clear,1897,5257.0,6028.0,6057.0,5889.0,5758.0,5383.0,23,12,5,10,2012
2012-10-13 00:00:00,1,28,64,4,290,5,5,272.58,0.0,0.0,1,Clear,sky is clear,1335,1897.0,5257.0,6028.0,6057.0,5889.0,5758.0,0,13,6,10,2012
2012-10-13 01:00:00,1,256,64,4,300,2,2,272.06,0.0,0.0,1,Clear,sky is clear,769,1335.0,1897.0,5257.0,6028.0,6057.0,5889.0,1,13,6,10,2012
2012-10-13 02:00:00,1,214,64,3,280,5,5,270.99,0.0,0.0,1,Clear,sky is clear,570,769.0,1335.0,1897.0,5257.0,6028.0,6057.0,2,13,6,10,2012
2012-10-13 03:00:00,1,76,74,3,260,5,5,270.29,0.0,0.0,20,Clouds,few clouds,413,570.0,769.0,1335.0,1897.0,5257.0,6028.0,3,13,6,10,2012
2012-10-13 04:00:00,1,194,74,2,260,6,6,269.48,0.0,0.0,1,Clear,sky is clear,399,413.0,570.0,769.0,1335.0,1897.0,5257.0,4,13,6,10,2012
2012-10-13 05:00:00,1,117,86,2,260,9,9,269.27,0.0,0.0,1,Clear,sky is clear,740,399.0,413.0,570.0,769.0,1335.0,1897.0,5,13,6,10,2012
2012-10-13 06:00:00,1,174,64,2,270,3,3,268.91,0.0,0.0,1,Clear,sky is clear,1420,740.0,399.0,413.0,570.0,769.0,1335.0,6,13,6,10,2012
2012-10-13 07:00:00,1,130,80,1,240,3,3,268.98,0.0,0.0,75,Clouds,broken clouds,2220,1420.0,740.0,399.0,413.0,570.0,769.0,7,13,6,10,2012
2012-10-13 08:00:00,1,93,68,2,244,3,3,269.23,0.0,0.0,40,Clouds,scattered clouds,3479,2220.0,1420.0,740.0,399.0,413.0,570.0,8,13,6,10,2012
2012-10-13 09:00:00,1,270,57,3,248,2,2,272.61,0.0,0.0,40,Clouds,scattered clouds,4546,3479.0,2220.0,1420.0,740.0,399.0,413.0,9,13,6,10,2012
2012-10-13 10:00:00,1,116,45,3,252,8,8,276.78,0.0,0.0,20,Clouds,few clouds,4579,4546.0,3479.0,2220.0,1420.0,740.0,399.0,10,13,6,10,2012
2012-10-13 11:00:00,1,132,34,4,257,6,6,279.22,0.0,0.0,1,Clear,sky is clear,4438,4579.0,4546.0,3479.0,2220.0,1420.0,740.0,11,13,6,10,2012
2012-10-13 12:00:00,1,82,34,4,257,6,6,280.35,0.0,0.0,1,Clear,sky is clear,4623,4438.0,4579.0,4546.0,3479.0,2220.0,1420.0,12,13,6,10,2012
2012-10-13 13:00:00,1,163,29,6,260,5,5,281.81,0.0,0.0,1,Clear,sky is clear,4440,4623.0,4438.0,4579.0,4546.0,3479.0,2220.0,13,13,6,10,2012
2012-10-13 14:00:00,1,298,29,4,250,8,8,283.05,0.0,0.0,1,Clear,sky is clear,4495,4440.0,4623.0,4438.0,4579.0,4546.0,3479.0,14,13,6,10,2012
2012-10-13 15:00:00,1,106,34,2,220,9,9,283.96,0.0,0.0,1,Clear,sky is clear,4483,4495.0,4440.0,4623.0,4438.0,4579.0,4546.0,15,13,6,10,2012
2012-10-13 16:00:00,1,287,39,2,140,2,2,284.53,0.0,0.0,1,Clear,sky is clear,4591,4483.0,4495.0,4440.0,4623.0,4438.0,4579.0,16,13,6,10,2012
2012-10-13 17:00:00,1,263,39,3,130,5,5,284.44,0.0,0.0,1,Clear,sky is clear,4477,4591.0,4483.0,4495.0,4440.0,4623.0,4438.0,17,13,6,10,2012
2012-10-13 18:00:00,1,91,42,2,120,3,3,283.64,0.0,0.0,1,Clear,sky is clear,4221,4477.0,4591.0,4483.0,4495.0,4440.0,4623.0,18,13,6,10,2012
2012-10-13 19:00:00,1,26,37,3,150,3,3,281.85,0.0,0.0,20,Clouds,few clouds,3672,4221.0,4477.0,4591.0,4483.0,4495.0,4440.0,19,13,6,10,2012
2012-10-13 20:00:00,1,189,37,4,160,6,6,281.38,0.0,0.0,1,Clear,sky is clear,3015,3672.0,4221.0,4477.0,4591.0,4483.0,4495.0,20,13,6,10,2012
2012-10-13 21:00:00,1,225,32,5,190,1,1,281.84,0.0,0.0,75,Clouds,broken clouds,2769,3015.0,3672.0,4221.0,4477.0,4591.0,4483.0,21,13,6,10,2012
2012-10-13 22:00:00,1,31,34,7,210,8,8,282.23,0.0,0.0,90,Clouds,overcast clouds,2875,2769.0,3015.0,3672.0,4221.0,4477.0,4591.0,22,13,6,10,2012
2012-10-13 23:00:00,1,245,37,6,220,6,6,282.18,0.0,0.0,90,Clouds,overcast clouds,1931,2875.0,2769.0,3015.0,3672.0,4221.0,4477.0,23,13,6,10,2012
2012-10-14 00:00:00,1,220,37,6,240,4,4,282.49,0.0,0.0,90,Clouds,overcast clouds,1309,1931.0,2875.0,2769.0,3015.0,3672.0,4221.0,0,14,7,10,2012
2012-10-14 01:00:00,1,295,40,3,270,1,1,282.54,0.0,0.0,90,Clouds,overcast clouds,870,1309.0,1931.0,2875.0,2769.0,3015.0,3672.0,1,14,7,10,2012
2012-10-14 02:00:00,1,216,43,5,320,2,2,282.58,0.0,0.0,90,Clouds,overcast clouds,654,870.0,1309.0,1931.0,2875.0,2769.0,3015.0,2,14,7,10,2012
2012-10-14 03:00:00,1,264,52,6,350,8,8,282.23,0.0,0.0,90,Clouds,overcast clouds,364,654.0,870.0,1309.0,1931.0,2875.0,2769.0,3,14,7,10,2012
2012-10-14 04:00:00,1,20,80,3,360,9,9,282.08,0.0,0.0,90,Clouds,overcast clouds,262,364.0,654.0,870.0,1309.0,1931.0,2875.0,4,14,7,10,2012
2012-10-14 05:00:00,1,43,75,5,350,4,4,282.23,0.0,0.0,90,Clouds,overcast clouds,505,262.0,364.0,654.0,870.0,1309.0,1931.0,5,14,7,10,2012
2012-10-14 06:00:00,1,130,75,7,350,4,4,282.24,0.0,0.0,90,Clouds,overcast clouds,861,505.0,262.0,364.0,654.0,870.0,1309.0,6,14,7,10,2012
2012-10-14 07:00:00,1,245,60,5,360,4,4,282.24,0.0,0.0,90,Clouds,overcast clouds,1132,861.0,505.0,262.0,364.0,654.0,870.0,7,14,7,10,2012
2012-10-14 08:00:00,1,192,52,6,330,1,1,282.24,0.0,0.0,57,Mist,mist,1797,1132.0,861.0,505.0,262.0,364.0,654.0,8,14,7,10,2012
2012-10-14 09:00:00,1,285,26,7,330,7,7,282.43,0.0,0.0,57,Haze,haze,2685,1797.0,1132.0,861.0,505.0,262.0,364.0,9,14,7,10,2012
2012-10-14 09:00:00,1,87,42,9,330,3,3,282.43,0.0,0.0,57,Drizzle,light intensity drizzle,2685,2685.0,1797.0,1132.0,861.0,505.0,262.0,9,14,7,10,2012
2012-10-14 09:00:00,1,132,37,5,350,8,8,282.43,0.0,0.0,57,Mist,mist,2685,2685.0,2685.0,1797.0,1132.0,861.0,505.0,9,14,7,10,2012
2012-10-14 10:00:00,1,217,25,6,320,6,6,282.33,0.0,0.0,57,Drizzle,light intensity drizzle,3370,2685.0,2685.0,2685.0,1797.0,1132.0,861.0,10,14,7,10,2012
2012-10-14 10:00:00,1,195,26,5,320,6,6,282.33,0.0,0.0,57,Mist,mist,3370,3370.0,2685.0,2685.0,2685.0,1797.0,1132.0,10,14,7,10,2012
2012-10-14 11:00:00,1,299,24,7,330,2,2,282.82,0.0,0.0,57,Mist,mist,3662,3370.0,3370.0,2685.0,2685.0,2685.0,1797.0,11,14,7,10,2012
2012-10-14 11:00:00,1,26,21,5,350,6,6,282.82,0.0,0.0,57,Drizzle,light intensity drizzle,3662,3662.0,3370.0,3370.0,2685.0,2685.0,2685.0,11,14,7,10,2012
2012-10-14 12:00:00,1,108,26,6,327,8,8,283.33,0.0,0.0,57,Rain,light rain,4076,3662.0,3662.0,3370.0,3370.0,2685.0,2685.0,12,14,7,10,2012
2012-10-14 12:00:00,1,263,25,6,328,7,7,283.33,0.0,0.0,57,Mist,mist,4076,4076.0,3662.0,3662.0,3370.0,3370.0,2685.0,12,14,7,10,2012
2012-10-14 12:00:00,1,156,28,6,326,1,1,283.33,0.0,0.0,57,Drizzle,light intensity drizzle,4076,4076.0,4076.0,3662.0,3662.0,3370.0,3370.0,12,14,7,10,2012
2012-10-14 13:00:00,1,123,29,6,325,1,1,283.75,0.0,0.0,93,Rain,light rain,4128,4076.0,4076.0,4076.0,3662.0,3662.0,3370.0,13,14,7,10,2012
2012-10-14 13:00:00,1,106,31,5,324,4,4,283.75,0.0,0.0,93,Mist,mist,4128,4128.0,4076.0,4076.0,4076.0,3662.0,3662.0,13,14,7,10,2012
2012-10-14 13:00:00,1,179,74,0,0,2,2,283.75,0.0,0.0,93,Drizzle,light intensity drizzle,4128,4128.0,4128.0,4076.0,4076.0,4076.0,3662.0,13,14,7,10,2012
2012-10-14 14:00:00,1,133,68,0,0,4,4,284.09,0.0,0.0,93,Drizzle,light intensity drizzle,4358,4128.0,4128.0,4128.0,4076.0,4076.0,4076.0,14,14,7,10,2012
2012-10-14 14:00:00,1,186,59,1,310,3,3,284.09,0.0,0.0,93,Rain,light rain,4358,4358.0,4128.0,4128.0,4128.0,4076.0,4076.0,14,14,7,10,2012
2012-10-14 14:00:00,1,208,59,1,340,2,2,284.09,0.0,0.0,93,Mist,mist,4358,4358.0,4358.0,4128.0,4128.0,4128.0,4076.0,14,14,7,10,2012
2012-10-14 15:00:00,1,104,92,0,0,6,6,284.55,0.0,0.0,93,Rain,light rain,4342,4358.0,4358.0,4358.0,4128.0,4128.0,4128.0,15,14,7,10,2012
2012-10-14 15:00:00,1,166,74,0,0,8,8,284.55,0.0,0.0,93,Mist,mist,4342,4342.0,4358.0,4358.0,4358.0,4128.0,4128.0,15,14,7,10,2012
2012-10-14 16:00:00,1,295,79,0,0,9,9,284.68,0.0,0.0,93,Mist,mist,4234,4342.0,4342.0,4358.0,4358.0,4358.0,4128.0,16,14,7,10,2012
2012-10-14 17:00:00,1,244,80,0,0,5,5,284.64,0.0,0.0,93,Mist,mist,4271,4234.0,4342.0,4342.0,4358.0,4358.0,4358.0,17,14,7,10,2012
2012-10-14 17:00:00,1,108,74,0,0,5,5,284.64,0.0,0.0,93,Rain,light rain,4271,4271.0,4234.0,4342.0,4342.0,4358.0,4358.0,17,14,7,10,2012
2012-10-14 18:00:00,1,199,74,0,0,3,3,284.4,0.0,0.0,93,Mist,mist,4080,4271.0,4271.0,4234.0,4342.0,4342.0,4358.0,18,14,7,10,2012
2012-10-14 19:00:00,1,282,55,2,150,2,2,284.17,0.0,0.0,93,Mist,mist,3453,4080.0,4271.0,4271.0,4234.0,4342.0,4342.0,19,14,7,10,2012
2012-10-14 20:00:00,1,27,38,4,130,8,8,284.03,0.0,0.0,93,Mist,mist,2718,3453.0,4080.0,4271.0,4271.0,4234.0,4342.0,20,14,7,10,2012
2012-10-14 21:00:00,1,183,36,3,0,5,5,283.58,0.0,0.0,93,Mist,mist,2439,2718.0,3453.0,4080.0,4271.0,4271.0,4234.0,21,14,7,10,2012
2012-10-14 22:00:00,1,129,31,4,160,4,4,283.04,0.0,0.0,93,Mist,mist,1819,2439.0,2718.0,3453.0,4080.0,4271.0,4271.0,22,14,7,10,2012
2012-10-14 23:00:00,1,105,19,5,170,2,2,281.95,0.0,0.0,93,Fog,fog,1002,1819.0,2439.0,2718.0,3453.0,4080.0,4271.0,23,14,7,10,2012
2012-10-14 23:00:00,1,265,24,5,140,9,9,281.95,0.0,0.0,93,Mist,mist,1002,1002.0,1819.0,2439.0,2718.0,3453.0,4080.0,23,14,7,10,2012
2012-10-15 00:00:00,1,106,20,6,170,6,6,281.61,0.0,0.0,93,Fog,fog,542,1002.0,1002.0,1819.0,2439.0,2718.0,3453.0,0,15,1,10,2012
2012-10-15 00:00:00,1,40,18,4,170,7,7,281.61,0.0,0.0,93,Mist,mist,542,542.0,1002.0,1002.0,1819.0,2439.0,2718.0,0,15,1,10,2012
2012-10-15 01:00:00,1,202,23,6,160,4,4,281.57,0.0,0.0,85,Fog,fog,303,542.0,542.0,1002.0,1002.0,1819.0,2439.0,1,15,1,10,2012
2012-10-15 02:00:00,1,242,26,4,150,5,5,281.42,0.0,0.0,85,Fog,fog,239,303.0,542.0,542.0,1002.0,1002.0,1819.0,2,15,1,10,2012
2012-10-15 03:00:00,1,245,28,5,140,6,6,281.29,0.0,0.0,85,Fog,fog,335,239.0,303.0,542.0,542.0,1002.0,1002.0,3,15,1,10,2012
2012-10-15 03:00:00,1,55,28,2,0,2,2,281.29,0.0,0.0,85,Mist,mist,335,335.0,239.0,303.0,542.0,542.0,1002.0,3,15,1,10,2012
2012-10-15 04:00:00,1,58,28,4,140,4,4,281.02,0.0,0.0,85,Mist,mist,810,335.0,335.0,239.0,303.0,542.0,542.0,4,15,1,10,2012
2012-10-15 04:00:00,1,171,31,5,140,2,2,281.02,0.0,0.0,85,Fog,fog,810,810.0,335.0,335.0,239.0,303.0,542.0,4,15,1,10,2012
2012-10-15 05:00:00,1,294,31,5,160,4,4,280.82,0.0,0.0,85,Mist,mist,2606,810.0,810.0,335.0,335.0,239.0,303.0,5,15,1,10,2012
2012-10-15 05:00:00,1,143,39,5,150,1,1,280.82,0.0,0.0,85,Fog,fog,2606,2606.0,810.0,810.0,335.0,335.0,239.0,5,15,1,10,2012
2012-10-15 06:00:00,1,266,49,5,170,6,6,280.39,0.0,0.0,85,Mist,mist,5714,2606.0,2606.0,810.0,810.0,335.0,335.0,6,15,1,10,2012
2012-10-15 07:00:00,1,192,66,5,170,6,6,280.19,0.0,0.0,100,Mist,mist,6798,5714.0,2606.0,2606.0,810.0,810.0,335.0,7,15,1,10,2012
2012-10-15 08:00:00,1,36,75,4,160,9,9,279.82,0.0,0.0,100,Mist,mist,6114,6798.0,5714.0,2606.0,2606.0,810.0,810.0,8,15,1,10,2012
2012-10-15 09:00:00,1,149,70,4,160,1,1,279.75,0.0,0.0,100,Mist,mist,5094,6114.0,6798.0,5714.0,2606.0,2606.0,810.0,9,15,1,10,2012
2012-10-15 10:00:00,1,269,81,4,170,7,7,280.07,0.0,0.0,100,Mist,mist,4473,5094.0,6114.0,6798.0,5714.0,2606.0,2606.0,10,15,1,10,2012
2012-10-15 11:00:00,1,89,81,4,170,8,8,280.32,0.0,0.0,90,Clouds,overcast clouds,4529,4473.0,5094.0,6114.0,6798.0,5714.0,2606.0,11,15,1,10,2012
